series_key,backend,baseline,dataset,index,series,type,period,n,h,backend_status,baseline_status,max_abs_forecast_diff,mean_abs_forecast_diff,relative_forecast_diff,backend_elapsed_seconds,baseline_elapsed_seconds,elapsed_diff,time_ratio_backend_over_baseline,backend_smape,baseline_smape,smape_diff,backend_mase,baseline_mase,mase_diff,backend_mae,baseline_mae,mae_diff,backend_rmse,baseline_rmse,rmse_diff
M1:183,statsforecast,aeon,M1,183,QRF2,quarterly,4,60,8,ok,ok,6.831183455346945e-06,4.360106538925379e-06,4.401694943298752e-08,0.013818599982187152,0.0025872999685816467,0.011231300013605505,5.340934622962363,35.804254868743335,35.804254206939135,6.618042007744407e-07,8.019867212632123,8.019867065769002,1.4686312077571984e-07,48.69205093383789,48.69205004216894,8.916689537841194e-07,62.02343285433477,62.02342959908625,3.255248522293641e-06
M1:184,statsforecast,aeon,M1,184,QRM1,quarterly,4,48,8,ok,ok,2.2839481914616044e-05,1.0219097653418885e-05,4.57293982496995e-08,0.010523000033572316,0.0025813000393100083,0.007941699994262308,4.07662800655485,13.667663801310189,13.66766179071071,2.010599478907693e-06,1.5144903021241556,1.5144900921178517,2.1000630390233255e-07,34.730016246438026,34.73001143061165,4.815826379456212e-06,37.98495308181538,37.984952689030536,3.927848410967272e-07
M1:185,statsforecast,aeon,M1,185,QNF1,quarterly,4,101,8,ok,ok,2.6716102700156625,1.3606244583083935,3.419310521532275e-05,0.035174100019503385,0.0056909999693743885,0.029483100050128996,6.180653700367191,7.104587150766608,7.1046229113096375,-3.576054302989462e-05,1.3894023950711698,1.3893892326841937,1.3162386976128815e-05,2640.240548706054,2640.215536608813,0.02501209724096043,2973.2493937635168,2973.6962998556437,-0.44690609212693744
M1:186,statsforecast,aeon,M1,186,QNF2,quarterly,4,33,8,ok,ok,0.049821690074168146,0.02483983087586239,3.6473392973007496e-08,0.007743800000753254,0.0021644000080414116,0.005579399992711842,3.5778044594264715,9.208902654030938,9.208906286897948,-3.6328670098839666e-06,1.1581213214868338,1.1581217515806468,-4.3009381300862515e-07,66886.65795898438,66886.68279881525,-0.02483983087586239,77921.88905293806,77921.91555207668,-0.026499138621147722
M1:187,statsforecast,aeon,M1,187,QNF3,quarterly,4,34,8,ok,ok,6.716891459745966e-05,3.0941799636252654e-05,5.311121405594488e-08,0.008946500020101666,0.0022957000182941556,0.006650800001807511,3.897068409987407,10.131011845220415,10.13100723325256,4.611967854728505e-06,0.6219212799261052,0.6219210141655382,2.657605669975638e-07,63.51715201020242,63.51712486793397,2.7142268450575102e-05,82.16845592501903,82.16842166518049,3.425983854299375e-05
M1:188,statsforecast,aeon,M1,188,QNM1,quarterly,4,13,8,ok,ok,2.726462682289821e-06,1.5070641383729821e-06,4.668466940316222e-08,0.013727300043683499,0.002550099976360798,0.011177200067322701,5.38304386923429,13.892891180516084,13.892889389403036,1.7911130480996462e-06,0.6806376419569317,0.6806376146652786,2.729165304860004e-08,4.023324728012085,4.023324566688092,1.6132399327517533e-07,5.038984604622187,5.038984163785828,4.408363594166076e-07
M1:189,statsforecast,aeon,M1,189,QNM2,quarterly,4,50,8,ok,ok,1.387537005825834e-05,6.004847517004919e-06,3.448824023034039e-08,0.01534929999615997,0.002793000021483749,0.012556299974676222,5.495631893338057,7.910581023251261,7.910579846762124,1.1764891372223474e-06,0.8528398649634481,0.8528397075722485,1.573911996288757e-07,13.317042579412462,13.31704012175846,2.457654002085974e-06,17.36435363584416,17.364348779380144,4.85646401671147e-06
M1:19,statsforecast,aeon,M1,19,YAM3,yearly,1,21,6,ok,ok,0.00027982250139757525,9.653730603531585e-05,1.2004797156785248e-08,0.0009186000097543001,0.0007734000100754201,0.00014519999967887998,1.1877424331358883,21.942997922505153,21.942996969705877,9.527992759217341e-07,5.289494093536163,5.2894938982463175,1.9528984562811047e-07,2067.795478515625,2067.795402171942,7.634368284925586e-05,2305.9684721399244,2305.9683964682267,7.567169768663007e-05
M1:190,statsforecast,aeon,M1,190,QNM3,quarterly,4,35,8,ok,ok,0.00018504580975786666,6.417632721422706e-05,1.8185199908390936e-08,0.02185369998915121,0.002694099966902286,0.019159600022248924,8.111688600137175,30.30346225328117,30.303462692852197,-4.39571024912766e-07,1.1916230831091272,1.1916231196057274,-3.6496600186453065e-08,826.9864196777344,826.9864450063749,-2.5328640504085342e-05,1165.8885847981276,1165.8886089372204,-2.413909282950044e-05
M1:191,statsforecast,aeon,M1,191,QNM4,quarterly,4,52,8,ok,ok,0.0017937196098500863,0.0007200765344350657,5.0145649708189545e-08,0.01630240003578365,0.0035029000137001276,0.012799500022083521,4.653972414863008,22.37561414568311,22.375610187638717,3.958044391794147e-06,2.8784138758817446,2.878413267216356,6.086653887571458e-07,2833.0188903808594,2833.018291314631,0.0005990662284602877,3405.956943258102,3405.956279823196,0.0006634349060732347
M1:192,statsforecast,aeon,M1,192,QNM5,quarterly,4,50,8,ok,ok,1.0250905745579075e-05,5.755694431286429e-06,3.59228853612337e-08,0.014295200002379715,0.002798900008201599,0.011496299994178116,5.107435049659002,7.910562895523055,7.910560668741903,2.226781152359081e-06,0.8528402596712112,0.8528400296580093,2.3001320192950203e-07,12.792603895068169,12.79260044487014,3.450198029497642e-06,16.680545814432083,16.680542614516686,3.199915397544828e-06
M1:193,statsforecast,aeon,M1,193,QNM6,quarterly,4,20,8,ok,ok,1.1415361842285279,0.6500261318526839,0.0023630282246823613,0.00604639999801293,0.0020626999903470278,0.003983700007665902,2.931303643917546,12.924374987452168,12.78731801517536,0.1370569722768078,0.6537877455652075,0.6469715288802345,0.006816216684973009,38.777785658836365,38.37349880670891,0.40428685212745563,40.77167674630557,40.30248598188624,0.4691907644193307
M1:194,statsforecast,aeon,M1,194,QNM7,quarterly,4,60,8,ok,ok,0.03211156255548531,0.022034742934508245,5.20261122401433e-05,0.013219999964348972,0.002685000014025718,0.010534999950323254,4.923649867892457,39.33294264867757,39.337857571790465,-0.004914923112892211,3.689694153739913,3.6900621661480053,-0.00036801240809225533,220.9204374551773,220.94247219811183,-0.022034742934522455,251.7907333682115,251.81250915530137,-0.021775787089865162
M1:195,statsforecast,aeon,M1,195,QNM8,quarterly,4,33,8,ok,ok,0.0007006222913332749,0.00040468517818226246,1.5403051256294553e-08,0.009292899980209768,0.002418300020508468,0.0068745999597013,3.8427407275363032,7.2759816476389005,7.275980916039504,7.315993961753975e-07,1.2377353844443495,1.237735266868151,1.1757619855501389e-07,2002.0156440734863,2002.0154538960123,0.00019017747399630025,2131.3465262429636,2131.3463741026503,0.00015214031327559496
M1:196,statsforecast,aeon,M1,196,QNM9,quarterly,4,34,8,ok,ok,0.005575623945333064,0.0028096421865484444,2.138204441491456e-08,0.009631599998101592,0.0023947000154294074,0.007236899982672185,4.02204866415157,5.499726309744054,5.4997260767441,2.329999544414818e-07,0.7753008401394945,0.7753008078975084,3.2241986080983054e-08,7296.226989746094,7296.226686322136,0.0003034239580301801,8844.828368478033,8844.829673419805,-0.0013049417721049394
M1:197,statsforecast,aeon,M1,197,QNM10,quarterly,4,34,8,ok,ok,0.001523855531559093,0.0006825998761996743,2.4668857086325434e-08,0.009151399950496852,0.0020022999960929155,0.007149099954403937,4.5704439736073335,21.184330850783866,21.184331372644593,-5.218607270762732e-07,0.8937109673284608,0.8937109925388206,-2.5210359799743287e-08,5461.765625,5461.765779068912,-0.00015406891179736704,6608.891232031946,6608.89138737956,-0.00015534761405433528
M1:198,statsforecast,aeon,M1,198,QNM11,quarterly,4,34,8,ok,ok,0.046965877059847116,0.026907321909675375,4.7248343458355204e-08,0.011412199994083494,0.002663399965967983,0.008748800028115511,4.284823961817487,5.879692127663099,5.879696073295743,-3.945632643720387e-06,0.5867263738370041,0.5867267523159796,-3.784789754934792e-07,34817.36001586914,34817.38247546757,-0.022459598432760686,43302.015738564965,43302.03474032518,-0.01900176021445077
M1:199,statsforecast,aeon,M1,199,QNM12,quarterly,4,34,8,ok,ok,0.012389587878715247,0.0034128003571822774,2.632956414733797e-08,0.010707900044508278,0.0024804999702610075,0.00822740007424727,4.316831353713563,6.461714291728303,6.461713162055529,1.1296727739917856e-06,0.6756305071108295,0.675630392843691,1.1426713852902282e-07,8681.041259765625,8681.039791570016,0.0014681956090498716,11002.72936474095,11002.726103668245,0.0032610727048449917
M1:2,statsforecast,aeon,M1,2,YAF3,yearly,1,23,6,ok,ok,0.013731037615798414,0.00896044383989647,1.930799365753425e-08,0.0011045000283047557,0.0008680999744683504,0.00023640005383640528,1.2723189273000308,19.18612720961826,19.186128818523393,-1.6089051335654858e-06,4.490664636483282,4.490664965656726,-3.291734440580285e-07,103500.83854166667,103500.84612845622,-0.007586789550259709,120394.16713518274,120394.1733048737,-0.006169690954266116
M1:20,statsforecast,aeon,M1,20,YAM4,yearly,1,22,6,ok,ok,0.0013733821906498633,0.0006592819954676088,3.6693671193598885e-08,0.0008820999646559358,0.0007677999674342573,0.0001142999972216785,1.1488668951154462,21.154178327428976,21.15418039976006,-2.072331085400947e-06,1.1712672581777979,1.1712674015169497,-1.433391518812499e-07,3146.6931510416666,3146.6935361325363,-0.0003850908697131672,4297.2055335656005,4297.205912011433,-0.00037844583221158246
M1:200,statsforecast,aeon,M1,200,QNM13,quarterly,4,34,8,ok,ok,0.05459844781216816,0.015315640297558275,6.473239907340395e-07,0.010831599996890873,0.0028881000471301377,0.007943499949760735,3.75042409200958,20.070971901340982,20.070941352793326,3.054854765593973e-05,0.6760080363113412,0.676007357072191,6.792391502585815e-07,5393.214647293091,5393.209228300509,0.00541899258223566,5982.503360332886,5982.500587858798,0.0027724740875783027
M1:201,statsforecast,aeon,M1,201,QNM14,quarterly,4,34,8,ok,ok,2392.7302523514954,1396.4382531784504,0.0024169274983491967,0.008603500027675182,0.0022712000063620508,0.006332300021313131,3.7880855950929857,10.298270712264655,10.130916446925832,0.16735426533882247,0.6315400276525918,0.6219116630789608,0.009628364573630921,64499.94087219238,63516.584444249966,983.3564279424172,83530.56863741207,82167.85574859205,1362.712888820024
M1:202,statsforecast,aeon,M1,202,QNM15,quarterly,4,24,8,ok,ok,0.007141912559745833,0.0031851409876253456,2.6925555640530983e-08,0.008221099968068302,0.0020126000163145363,0.006208499951753765,4.084815612355376,3.998235216870883,3.998233531475295,1.6853955879803095e-06,0.787844142272113,0.7878438164828675,3.2578924546999843e-07,4867.26171875,4867.259706040331,0.002012709668633761,5784.061204418936,5784.058424223939,0.00278019499637594
M1:203,statsforecast,aeon,M1,203,QNM16,quarterly,4,42,8,ok,ok,0.011395631736377254,0.0075490488270588685,5.213733263185496e-08,0.009074999950826168,0.0023157999967224896,0.0067591999541036785,3.9187321718930193,5.500029383709858,5.500031899075477,-2.5153656189047524e-06,0.9650051784425207,0.9650056203519092,-4.419093885266179e-07,7949.814239501953,7949.817879998012,-0.0036404960592335556,9130.55483847348,9130.556784069104,-0.0019455956244200934
M1:204,statsforecast,aeon,M1,204,QNM17,quarterly,4,106,8,ok,ok,0.021121058160531447,0.013148882887989544,3.541807150170011e-05,0.021803800016641617,0.003735699981916696,0.01806810003472492,5.836603614365901,9.3949698270775,9.398504356385303,-0.0035345293078030693,1.9789004670559434,1.9796846740289646,-0.0007842069730212842,33.18043754196168,33.19358642484967,-0.013148882887989544,33.87050914897379,33.88273071092842,-0.01222156195463242
M1:205,statsforecast,aeon,M1,205,QNM18,quarterly,4,43,8,ok,ok,0.00017952005782717606,7.329652534338038e-05,6.769045551197274e-08,0.010441799997352064,0.0027673000004142523,0.007674499996937811,3.7732808137133573,9.667779397910781,9.667780819392739,-1.4214819579194682e-06,0.5720278365889664,0.5720279211596653,-8.457069888834212e-08,105.0477786064148,105.04779413706468,-1.5530649889683446e-05,136.6175705761499,136.61763094140912,-6.0365259230366064e-05
M1:206,statsforecast,aeon,M1,206,QNM19,quarterly,4,43,8,ok,ok,0.1515060600410152,0.08740132406430234,9.62124728318426e-05,0.01079950004350394,0.002388700027950108,0.008410800015553832,4.521078376162478,28.607754025501073,28.598324573027597,0.009429452473476374,1.7539668840717082,1.7534891473319032,0.0004777367398050014,320.88599276542664,320.7985914413623,0.08740132406433077,330.6028591559178,330.52533963061677,0.07751952530105655
M1:207,statsforecast,aeon,M1,207,QNM20,quarterly,4,43,8,ok,ok,7.99039011099012e-05,4.902479055601816e-05,5.193157138754352e-08,0.009991300001274794,0.002308199997060001,0.0076831000042147934,4.3286110449705,26.133136824346124,26.13313291101624,3.913329884142058e-06,1.4824151587348982,1.4824149804769888,1.7825790932235464e-07,297.05319142341614,297.05315570327355,3.5720142591344484e-05,307.9668501134816,307.9668240244016,2.6089079995017528e-05
M1:208,statsforecast,aeon,M1,208,QNB1,quarterly,4,28,8,ok,ok,0.5361979683142977,0.28917000679821925,0.0010896399169892951,0.008310700010042638,0.0018542999750934541,0.0064564000349491835,4.481853055961881,12.285736670771053,12.321534321302835,-0.035797650531781855,0.9888885794023587,0.9919056478390827,-0.003017068436724002,32.245596389770505,32.34397670593283,-0.09838031616232712,35.632288393858126,35.73350776971172,-0.10121937585359575
M1:209,statsforecast,aeon,M1,209,QNB2,quarterly,4,18,8,ok,ok,0.12290811254028355,0.0964863984088935,0.01141939478990621,0.014425400004256517,0.002460799994878471,0.011964600009378046,5.862077387142115,55.56509128940388,55.59872096154215,-0.03362967213826806,1.2184133031905686,1.2197157949643012,-0.0013024917737325392,5.752651381492615,5.758801003367166,-0.006149621874551592,6.932336823946034,6.976047720448912,-0.04371089650287807
M1:21,statsforecast,aeon,M1,21,YAM5,yearly,1,13,6,ok,ok,3.4867413489791943e-07,1.9779833889307005e-07,8.050964505998675e-09,0.0008087999885901809,0.0007683000294491649,4.0499959141016006e-05,1.0527137284766896,56.94025808339462,56.94025798353557,9.985905080611701e-08,2.314592807124928,2.314592794439615,1.2685312800186921e-08,9.470542235819499,9.470542183915429,5.190407037503064e-08,11.244696386790219,11.244696256555091,1.302351275711544e-07
M1:210,statsforecast,aeon,M1,210,QNB3,quarterly,4,30,8,ok,ok,0.003353578576934524,0.001390339062709245,1.6481929029201264e-08,0.010483299964107573,0.002204200020059943,0.00827909994404763,4.756056559614077,12.870906259863144,12.870906786752478,-5.268893339405167e-07,0.5538164864057714,0.5538165108524624,-2.444669100487573e-08,9798.142578125,9798.143010636797,-0.0004325117970438441,13186.390390907878,13186.391128681193,-0.0007377733145403909
M1:211,statsforecast,aeon,M1,211,QNB4,quarterly,4,30,8,ok,ok,5.150042898094398e-05,2.3432315600757647e-05,2.6505737231217156e-08,0.01005859998986125,0.0020463999826461077,0.008012200007215142,4.915265869409815,21.911750661749814,21.911749394927476,1.266822337697704e-06,0.48292234155813796,0.48292230668755054,3.48705874175792e-08,166.99826049804688,166.9982484395295,1.2058517370405752e-05,218.2656174282536,218.26560007805372,1.7350199868815253e-05
M1:212,statsforecast,aeon,M1,212,QNB5,quarterly,4,66,8,ok,ok,0.27753861454652906,0.19671609340733198,0.00050002176724163,0.01735869998810813,0.0030994999688118696,0.014259200019296259,5.600484001541137,19.024289715807605,18.991286138510493,0.03300357729711223,1.5453110098838807,1.541973456610855,0.0033375532730257618,61.812440395355225,61.678938264434194,0.13350213092103047,83.95677544999172,83.81860356744353,0.13817188254819257
M1:213,statsforecast,aeon,M1,213,QNB6,quarterly,4,28,8,ok,ok,2.6178852579050726e-05,1.0776266734069395e-05,2.4423106523127205e-08,0.007775200007017702,0.002215699991211295,0.005559500015806407,3.5091393410021627,5.15143983333477,5.151439257192359,5.761424111128122e-07,0.34683909473111835,0.34683905996456077,3.476655757728153e-08,22.41201972007751,22.412017473534988,2.246542521788797e-06,28.14104178048557,28.141036683654356,5.096831213080577e-06
M1:214,statsforecast,aeon,M1,214,QNB7,quarterly,4,30,8,ok,ok,4881.129862707312,2759.2829668870036,0.022335997486498525,0.059139100019820035,0.012897600012365729,0.046241500007454306,4.58527942897281,24.04842331059821,24.37983310686139,-0.33140979626318057,0.8184170527231893,0.8319025042635027,-0.013485451540313331,24964.30126953125,25375.650072550277,-411.3488030190274,34102.70446952285,35374.51080907545,-1271.8063395526042
M1:215,statsforecast,aeon,M1,215,QNB8,quarterly,4,33,8,ok,ok,0.4837434225171364,0.2782833172899899,0.00031579110660627453,0.009958099981304258,0.0023089000023901463,0.007649199978914112,4.312919559528671,2.240645160921625,2.236053274863552,0.004591886058073147,0.8319503117580803,0.8302085735951066,0.0017417381629737383,19.679928064346313,19.638726947801487,0.04120111654482628,27.839465860837713,27.693960133893327,0.14550572694438557
M1:216,statsforecast,aeon,M1,216,QNB10,quarterly,4,33,8,ok,ok,3.345677865240759e-05,1.3969986717654592e-05,6.910100214356883e-08,0.00904510001419112,0.0024275999749079347,0.006617500039283186,3.725943362861565,90.55290044878382,90.55289661975756,3.8290262551754495e-06,2.5295720344498043,2.529572008173038,2.6276766096344772e-08,952.5147109031677,952.5147010086062,9.894561571854865e-06,1443.4308225697923,1443.4308171091047,5.46068758922047e-06
M1:217,statsforecast,aeon,M1,217,QNB11,quarterly,4,92,8,ok,ok,10.051904438052588,4.8695137578688446,0.0001950641756987286,0.025057399994693696,0.003784800006542355,0.02127259998815134,6.620534757815422,1.7893377655890998,1.787023955717919,0.002313809871180794,0.480191484498138,0.4793701937441232,0.0008212907540147696,422.3666076660156,421.6442171179133,0.7223905481023394,477.24700137941335,477.02465227097105,0.2223491084423017
M1:218,statsforecast,aeon,M1,218,QNB12,quarterly,4,88,8,ok,ok,2.3406141309578743e-05,1.655352414431377e-05,6.589793133468081e-08,0.02520629996433854,0.003425000002607703,0.021781299961730838,7.359503633619603,30.333732960406266,30.333739374416425,-6.414010158550809e-06,2.2785406926005183,2.2785410801412174,-3.8754069908719657e-07,97.32623815536499,97.32625470888914,-1.6553524147866483e-05,117.68659310059319,117.68660574776739,-1.2647174202129463e-05
M1:219,statsforecast,aeon,M1,219,QNB13,quarterly,4,34,8,ok,ok,0.0008556649190722965,0.0003137967480597581,2.4006120741495992e-08,0.013796500046737492,0.0026961000403389335,0.011100400006398559,5.117206275848392,91.54441016962593,91.54440823565884,1.9339670984663826e-06,3.146528332703396,3.146528291337533,4.1365862735176506e-08,23062.794067382812,23062.793764187583,0.0003031952292076312,26746.180052466916,26746.179898821385,0.00015364553109975532
M1:22,statsforecast,aeon,M1,22,YAM6,yearly,1,14,6,ok,ok,0.00019847013100227073,0.00011842111356970737,4.253803269585075e-05,0.0008612999808974564,0.0007780999876558781,8.319999324157834e-05,1.10692712319946,0.3604919353655576,0.35671539665077995,0.0037765387147776774,0.756572017784196,0.7486178484078605,0.00795416937633553,0.010015849558512313,0.009910548593153287,0.00010530096535902624,0.011323094834045245,0.011204135790382331,0.00011895904366291364
M1:220,statsforecast,aeon,M1,220,QNB14,quarterly,4,34,8,ok,ok,0.0006111026978032896,0.0002400317066530988,2.551554878941751e-08,0.009957599977497011,0.002425600017886609,0.007531999959610403,4.105211042244685,37.5825818451612,37.58258299120217,-1.1460409723440534e-06,1.2316330402577647,1.231633090249918,-4.9992153305922216e-08,2985.4374351501465,2985.4375563294593,-0.00012117931282773498,3255.856363641489,3255.856513792465,-0.0001501509759691544
M1:221,statsforecast,aeon,M1,221,QNB15,quarterly,4,34,8,ok,ok,0.0161881880776491,0.008859452638716903,5.46062007932323e-08,0.01368259999435395,0.0025763000012375414,0.011106299993116409,5.310949807002845,10.595744579002712,10.595740434508567,4.144494145208455e-06,0.44754912718699824,0.44754896594433907,1.6124265916905856e-07,18729.751953125,18729.745205184212,0.0067479407880455256,23408.40345105992,23408.39680447776,0.006646582158282399
M1:222,statsforecast,aeon,M1,222,QNB16,quarterly,4,34,8,ok,ok,0.003167415601637913,0.0015690356142386008,1.19261370897885e-07,0.009414000029210001,0.0026265999767929316,0.00678740005241707,3.584101162105567,25.03992855658761,25.039928727888984,-1.713013730864077e-07,0.5603339747006807,0.5603340470979817,-7.239730104302566e-08,3597.3067619800568,3597.307226765903,-0.00046478584636133746,3950.8922838875965,3950.8925408278533,-0.00025694025680422783
M1:223,statsforecast,aeon,M1,223,QNB17,quarterly,4,52,8,ok,ok,0.024112406421409105,0.011235365748689219,7.411198543287896e-07,0.08640179998474196,0.009040199976880103,0.07736160000786185,9.557509812361518,60.382193633338424,60.38223913206265,-4.549872422643375e-05,0.5893538322553058,0.5893544317229328,-5.994676269827082e-07,7088.83384180069,7088.841052284729,-0.007210484039205767,7437.565772456261,7437.5713596217665,-0.005587165505858138
M1:224,statsforecast,aeon,M1,224,QRI1,quarterly,4,56,8,ok,ok,0.0003213627464901947,0.0001716018479669401,7.791290903620057e-08,0.014295600005425513,0.002941999991890043,0.01135360001353547,4.859143455075785,12.824226705039857,12.824230034768377,-3.3297285195743598e-06,2.8395716177450643,2.8395724424715194,-8.247264551286548e-07,258.61944580078125,258.61952091432914,-7.511354789357938e-05,317.03061302965176,317.03076614220726,-0.0001531125554947721
M1:225,statsforecast,aeon,M1,225,QRI2,quarterly,4,56,8,ok,ok,0.0013454593352548727,0.0005901233166341058,4.082580255525963e-06,0.014317299996037036,0.002882800006773323,0.011434499989263713,4.966456210072716,19.388914080437974,19.389314785184222,-0.0004007047462479818,3.6258552165630737,3.625939059220082,-8.384265700822624e-05,25.520442485809326,25.52103260912596,-0.0005901233166341058,30.5676865387144,30.568296983220947,-0.000610444506545349
M1:226,statsforecast,aeon,M1,226,QRI3,quarterly,4,36,8,ok,ok,3.5682119374769172e-06,1.7226732396125044e-06,2.30384195095996e-08,0.009909699962008744,0.002406699990388006,0.0075029999716207385,4.117546849040836,8.779601178968903,8.779601465395007,-2.8642610416795833e-07,0.8669637068818434,0.8669637187265731,-1.1844729641552476e-08,7.016987502574921,7.016987598443201,-9.586828042529305e-08,7.771064628698208,7.7710645183408555,1.1035735258957402e-07
M1:227,statsforecast,aeon,M1,227,QRI4,quarterly,4,36,8,ok,ok,1.6716650241832554e-07,5.016769502597107e-08,2.498375402799618e-08,0.009771700017154217,0.0022214000346139073,0.007550299982540309,4.398892529437003,8.506696730008878,8.50669908053139,-2.3505225126285723e-06,1.0715296763294146,1.071529961908273,-2.855788583389085e-07,0.17747210264205934,0.17747214994105776,-4.729899841238172e-08,0.19130193418117863,0.1913019718172986,-3.763611997054106e-08
