series_key,backend,baseline,dataset,index,series,type,period,n,h,backend_status,baseline_status,max_abs_forecast_diff,mean_abs_forecast_diff,relative_forecast_diff,backend_elapsed_seconds,baseline_elapsed_seconds,elapsed_diff,time_ratio_backend_over_baseline,backend_smape,baseline_smape,smape_diff,backend_mase,baseline_mase,mase_diff,backend_mae,baseline_mae,mae_diff,backend_rmse,baseline_rmse,rmse_diff
M1:430,statsforecast,aeon,M1,430,MRB29,monthly,12,78,18,ok,ok,2.174140692545734e-05,1.3705828757161322e-05,9.45882668564976e-08,0.019492599996738136,0.003495300014037639,0.015997299982700497,5.576803112308811,4.14098623992948,4.1409842099821175,2.0299473622031883e-06,0.5761042507665474,0.57610394488687,3.0587967736472876e-07,6.018770600212944,6.018767404576725,3.1956362187557374e-06,7.127843744591018,7.127842499281499,1.2453095186160112e-06
M1:431,statsforecast,aeon,M1,431,MRB30,monthly,12,39,18,ok,ok,0.004281692967197159,0.0013014957473084603,6.551140435209732e-08,0.01205580000532791,0.0029253000393509865,0.009130499965976924,4.121218282963766,83.2353303619815,83.23533419917895,-3.8371974540041265e-06,4.5488380285655685,4.548838566348502,-5.37782933740516e-07,10052.258141199747,10052.25932962036,-0.0011884206123795593,11452.186626462408,11452.188260341016,-0.0016338786081178114
M1:432,statsforecast,aeon,M1,432,MRB31,monthly,12,39,18,ok,ok,0.003050327108212514,0.0009139290196900321,4.2172701604555026e-08,0.015004599990788847,0.002931100025307387,0.01207349996548146,5.119101996260023,77.31090810328459,77.31090572087133,2.382413256896143e-06,5.654921003797715,5.654920528164989,4.7563272609352225e-07,10401.28469965193,10401.283824804803,0.0008748471263970714,12941.380007963284,12941.378728523365,0.0012794399190170225
M1:433,statsforecast,aeon,M1,433,MRB32,monthly,12,39,18,ok,ok,2.449497701562109e-06,1.1539692485524395e-06,1.281981416887909e-07,0.013042400008998811,0.002743799996096641,0.01029860001290217,4.7534076928176505,5.297305767953513,5.297293953262692,1.1814690821232432e-05,0.5546749493730465,0.5546736536180312,1.295755015284783e-06,0.4592277166959313,0.45922664391155954,1.0727843717805996e-06,0.6347634064896368,0.6347621602507497,1.246238887087081e-06
M1:434,statsforecast,aeon,M1,434,MNF1,monthly,12,104,18,ok,ok,0.009066881080798339,0.0032627848120480646,8.900689479960901e-08,0.03172899998025969,0.003912499989382923,0.027816499990876764,8.109648579261458,8.989538147063858,8.989545000228041,-6.853164183695526e-06,0.4261302803911178,0.42613064495763864,-3.645665208606985e-07,3124.225101047092,3124.227773910129,-0.002672863037332718,4539.951627630843,4539.954142326738,-0.0025146958951154375
M1:44,statsforecast,aeon,M1,44,YAM29,yearly,1,17,6,ok,ok,0.0005667657278536353,0.0003276942228088349,4.119539181069061e-08,0.000852599972859025,0.0007577999494969845,9.480002336204052e-05,1.1250990098705698,8.140556198242146,8.140553031579612,3.166662533971021e-06,1.508517274716329,1.5085166563493646,6.183669643000655e-07,617.6435416666669,617.643288484043,0.00025318262396467617,686.245428357877,686.2451004692097,0.0003278886673570014
M1:45,statsforecast,aeon,M1,45,YAM30,yearly,1,47,6,ok,ok,0.006338266844977625,0.0027995460744326315,4.0422758990615825e-08,0.0013773999526165426,0.0007766000344417989,0.0006007999181747437,1.7736284979778347,21.48060436040973,21.480601326959526,3.0334502021389653e-06,4.015445660935263,4.015445161932652,4.990026107876133e-07,17390.720572916667,17390.718411758055,0.0021611586125800386,20866.99892362538,20866.996012310312,0.002911315066739917
M1:46,statsforecast,aeon,M1,46,YAB1,yearly,1,21,6,ok,ok,0.0012075057966285385,0.0005758224009089948,1.5766229466582928e-08,0.0009030000073835254,0.0007542999810539186,0.00014870002632960677,1.1971364577284505,30.48364314221807,30.483643835866,-6.936479302055432e-07,7.367469762965581,7.367469870987609,-1.0802202776716285e-07,16163.860286458335,16163.860523453264,-0.0002369949288549833,21129.967395372954,21129.967456052873,-6.0679918533423916e-05
M1:47,statsforecast,aeon,M1,47,YAB2,yearly,1,22,6,ok,ok,0.0010522137308726087,0.00048615852604901494,4.2726561986158173e-08,0.0008563000010326505,0.000756199995521456,0.00010010000551119447,1.1323723963290533,97.73817153204546,97.73816865834492,2.87370053797531e-06,48.92163355287143,48.92163266402161,8.888498186365723e-07,26757.803951822916,26757.80346566439,0.00048615852574585006,30378.112487231476,30378.111943985325,0.0005432461512100417
M1:48,statsforecast,aeon,M1,48,YAB3,yearly,1,19,6,ok,ok,0.09750158316455781,0.03994254806699852,4.671748255783589e-08,0.0010634000063873827,0.0007698999834246933,0.0002935000229626894,1.3812183780770242,16.4397989557162,16.43979518119967,3.7745165286651172e-06,2.2891493645729826,2.2891486478428784,7.167301041555163e-07,109427.0625,109427.0282385092,0.03426149080041796,118065.30865338034,118065.28578099007,0.022872390269185416
M1:49,statsforecast,aeon,M1,49,YAB4,yearly,1,19,6,ok,ok,0.01732969937438611,0.009474692381142328,1.0763379769856017e-07,0.0009273000177927315,0.0007675000233575702,0.00015979999443516135,1.2082084554682968,13.535292409614726,13.535287969586236,4.440028490648729e-06,1.0904998787463203,1.0904995076472512,3.7109906902976775e-07,10867.194791666663,10867.191093540741,0.0036981259218009654,11880.672352419195,11880.66588063903,0.006471780165156815
M1:5,statsforecast,aeon,M1,5,YAF6,yearly,1,39,6,ok,ok,0.9017534516751766,0.4097617914279302,1.6737516799139774e-08,0.0012904999894089997,0.0007845000363886356,0.000505999953020364,1.6449967234541916,34.38662833936407,34.38662969501073,-1.3556466598174666e-06,8.653068063307057,8.653068340074139,-2.7676708214130485e-07,10548137.333333334,10548137.670713922,-0.337380588054657,11631612.053287828,11631612.277748054,-0.22446022555232048
M1:50,statsforecast,aeon,M1,50,YAB5,yearly,1,17,6,ok,ok,0.0003114492265012814,0.0001846160236406528,1.539732049865987e-08,0.0008750000270083547,0.0007611999753862619,0.00011380005162209272,1.1495008608800155,8.862589362726785,8.862588742350201,6.203765838819209e-07,2.408672322986787,2.408672133524155,1.8946263180552592e-07,1006.3734049479168,1006.3733257880609,7.915985588624608e-05,1458.5107492084655,1458.510755723745,-6.515279437735444e-06
M1:6,statsforecast,aeon,M1,6,YAF7,yearly,1,25,6,ok,ok,0.004621834945282899,0.0028833180028110896,1.342750027733192e-07,0.001031799998600036,0.0007792999967932701,0.0002525000018067658,1.3240087294312515,9.562605828747316,9.562616736668923,-1.0907921607739013e-05,2.1612894626814243,2.1612919465801466,-2.4838987222608466e-06,2143.080598958333,2143.0830619302087,-0.0024629718755022623,2444.5972781930936,2444.599979576439,-0.0027013833455384884
M1:7,statsforecast,aeon,M1,7,YAF8,yearly,1,10,6,ok,ok,0.07824854017235339,0.046941366454120725,3.9825406150147335e-08,0.0007834999705664814,0.0007676000241190195,1.5899946447461843e-05,1.0207138430795522,21.833949198135855,21.83395312511424,-3.926978383361757e-06,5.208431087177994,5.208431906995193,-8.198171990159153e-07,298226.0833333333,298226.13027469977,-0.046941366454120725,313073.73296155507,313073.78096500103,-0.048003445961512625
M1:8,statsforecast,aeon,M1,8,YAF9,yearly,1,11,6,ok,ok,0.0381162348203361,0.01859917650775363,2.4686961053435873e-08,0.0007359000155702233,0.0008240999886766076,-8.819997310638428e-05,0.8929741847854877,23.519312796785997,23.519311228910905,1.5678750919789763e-06,6.637932875592242,6.6379325776126015,2.9797964096189844e-07,235697.72916666666,235697.71858609494,0.010580571717582643,308853.4518883852,308853.4537809253,-0.0018925400800071657
M1:83,statsforecast,aeon,M1,83,YAI26,yearly,1,19,6,ok,ok,3.094898499966803e-05,1.475036331536709e-05,2.153464571210236e-08,0.0012469999492168427,0.0009049000218510628,0.0003420999273657799,1.3780527341197104,26.479655161465434,26.479657083355168,-1.9218897335804286e-06,1.598043400172569,1.598043496676373,-9.65038040590116e-08,221.86169205729166,221.86170545523646,-1.3397944798043682e-05,261.85166750550576,261.8516762523037,-8.746797959702235e-06
M1:9,statsforecast,aeon,M1,9,YAF10,yearly,1,9,6,ok,ok,0.11370441154576838,0.04946167301386595,4.5242245050789145e-08,0.000813600025139749,0.0007942999945953488,1.9300030544400215e-05,1.0242981627542784,20.119135808390336,20.11913159733449,4.211055845360079e-06,5.462132165739508,5.462131133835734,1.0319037739847658e-06,250746.6875,250746.6401290384,0.04737096160533838,292140.7040678656,292140.64584872266,0.0582191429566592
M3:1,statsforecast,aeon,M3,1,N0001,yearly,1,14,6,ok,ok,0.001233375420270022,0.0004657139988921699,5.578601275218653e-08,0.0028502000495791435,0.0008210999658331275,0.002029100083746016,3.4711973793436877,2.2296581954806265,2.2296624979472965,-4.302466670047522e-06,0.5784521409721541,0.5784533358907923,-1.1949186381476906e-06,177.82197265624987,177.82233998618844,-0.00036732993856958274,236.2967230077204,236.2972777211432,-0.00055471342278679
M3:10,statsforecast,aeon,M3,10,N0010,yearly,1,14,6,ok,ok,0.0006736149116477463,0.00042883243713731645,3.3412764186236837e-08,0.0012532999971881509,0.0007612999761477113,0.0004920000210404396,1.6462630191189962,70.1875975921752,70.18759548503893,2.1071362681368555e-06,10.9775590589509,10.977558405585837,6.533650633855359e-07,6241.130761718749,6241.130390257592,0.00037146115755604114,7864.110395825112,7864.110015145924,0.00038067918831075076
M3:11,statsforecast,aeon,M3,11,N0011,yearly,1,14,6,ok,ok,0.00045604759179695975,0.00023516293170663025,3.639177148766484e-08,0.002002699999138713,0.0007635000511072576,0.0012391999480314553,2.6230515587187178,16.152732227066057,16.152729995811026,2.231255031404089e-06,3.7593427246036026,3.759342153905611,5.706979915309773e-07,1084.2783040364584,1084.2781394344267,0.00016460203164569975,1413.72931285432,1413.7291654319602,0.00014742235975973017
M3:113,statsforecast,aeon,M3,113,N0113,yearly,1,14,6,ok,ok,0.0009489261319686193,0.0003003527823845313,1.0428297212613923e-08,0.0008142000297084451,0.0008497000089846551,-3.549997927621007e-05,0.9582205732601667,76.51908463563184,76.51908409694899,5.38682854767103e-07,7.7794650037972595,7.779464916568338,8.722892186341369e-08,16140.115885416666,16140.11570444215,0.00018097451538778841,17933.562770599005,17933.56261305157,0.0001575474343553651
M3:12,statsforecast,aeon,M3,12,N0012,yearly,1,14,6,ok,ok,0.0014357214295159793,0.0007457234623871045,8.316751931770605e-08,0.001958400011062622,0.0007819000165909529,0.0011764999944716692,2.5046680771298018,5.746297160282249,5.746301993685141,-4.833402892145955e-06,1.529884779196338,1.5298861117801357,-1.3325837977529176e-06,520.7398274739584,520.7402810567813,-0.00045358282295637764,713.9562341819959,713.9569329308297,-0.0006987488337699688
M3:13,statsforecast,aeon,M3,13,N0013,yearly,1,14,6,ok,ok,0.0003953944742534077,0.0002228121917748164,2.8840480606894444e-08,0.0016952999867498875,0.0007630999898537993,0.0009321999968960881,2.2215961332599234,21.08210673586527,21.08210958782378,-2.8519585093533806e-06,4.636434170635841,4.636434810837079,-6.402012378003974e-07,1613.6395833333333,1613.639806145525,-0.00022281219162323396,2038.6903288265282,2038.6904785839265,-0.0001497573982760514
M3:14,statsforecast,aeon,M3,14,N0014,yearly,1,14,6,ok,ok,0.0001599945148882398,6.968086442308656e-05,2.2263470043524517e-08,0.002089899964630604,0.000762099982239306,0.0013277999823912978,2.7422910554200186,29.93720507192229,29.937207117271743,-2.04534945424939e-06,2.4507195692007717,2.450719712285328,-1.4308455620337668e-07,1125.6607421874999,1125.660807908878,-6.572137817784096e-05,1193.4950617187976,1193.4951332850528,-7.156625520110538e-05
M3:1402,statsforecast,aeon,M3,1402,N1402,monthly,12,50,18,ok,ok,97.39731160666906,85.69232247860019,0.02277316821527731,0.03738629998406395,0.0050002000061795115,0.03238609997788444,7.476960909135632,79.84709079500468,78.546091657085,1.3009991379196748,0.8684788017115966,0.8402358223898043,0.028242979321792316,2073.378865559896,2005.9524686106067,67.42639694928926,2248.567447412136,2178.578248842792,69.9891985693439
M3:1403,statsforecast,aeon,M3,1403,N1403,monthly,12,50,18,ok,ok,6.262142615301627,5.27375851941044,0.0031638945250101473,0.10118390002753586,0.014037700020708144,0.08714620000682771,7.2080112752282295,47.88249050435482,47.68936499046013,0.19312551389469235,0.45642101587723577,0.45392384191354646,0.002497173963689314,729.3127390543619,725.3225179208036,3.9902211335582933,919.1945036627288,915.3771412644228,3.817362398306045
M3:1404,statsforecast,aeon,M3,1404,N1404,monthly,12,50,18,ok,ok,0.0013906583435527864,0.0008474378791510793,1.162922967835602e-07,0.014832999964710325,0.002932900039013475,0.01190009992569685,5.057451589689919,36.208059359531724,36.20806646518497,-7.105653246242127e-06,1.0221375010173872,1.0221377909799811,-2.899625939356554e-07,2031.0948079427083,2031.0953841289047,-0.000576186196440176,2419.8564391089058,2419.857099823066,-0.000660714160403586
M3:1405,statsforecast,aeon,M3,1405,N1405,monthly,12,50,18,ok,ok,0.0010556175620877184,0.0004316818359358068,4.904121027107741e-08,0.014482900034636259,0.0032186000025831163,0.011264300032053143,4.499751451877486,34.68820001610436,34.688197131582015,2.8845223454254665e-06,1.2757286818072755,1.2757285222020265,1.5960524901714734e-07,2330.5548708173965,2330.5545792438074,0.00029157358903830755,2748.6452687015176,2748.6449650771137,0.00030362440384124056
M3:1406,statsforecast,aeon,M3,1406,N1406,monthly,12,50,18,ok,ok,0.0008839951024128823,0.0002952209830861345,2.86513540639502e-08,0.013029100024141371,0.0031162999803200364,0.009912800043821335,4.1809518038771465,26.19417811750415,26.194177958637955,1.588661966422933e-07,0.7837591558074284,0.7837591564142745,-6.068461289032712e-10,2488.435319688585,2488.4353216153218,-1.9267367861175444e-06,3462.8586664197655,3462.85865210461,1.4315155567601323e-05
M3:1407,statsforecast,aeon,M3,1407,N1407,monthly,12,50,18,ok,ok,0.0004658278080569289,0.00017322464916307782,7.792931311067407e-08,0.01493020000634715,0.0028458000160753727,0.012084399990271777,5.246398173451874,52.15344089438558,52.153443922620916,-3.0282353336019696e-06,0.742822272905769,0.7428223332419084,-6.033613941802685e-08,1128.8943752712673,1128.8944669663213,-9.169505392492283e-05,1530.8337764819528,1530.8338245872553,-4.810530253962497e-05
M3:1408,statsforecast,aeon,M3,1408,N1408,monthly,12,50,18,ok,ok,0.0018802545346261468,0.0012601912257347674,2.822845498201888e-07,0.014917499967850745,0.0034082999918609858,0.011509199975989759,4.376815422196904,30.03317798755798,30.0331851622537,-7.174695721090529e-06,0.861852099509087,0.8618523399519719,-2.4044288482460985e-07,1177.108525382148,1177.108853776509,-0.0003283943610767892,1354.0534738972133,1354.0540065040939,-0.0005326068805970863
M3:1409,statsforecast,aeon,M3,1409,N1409,monthly,12,50,18,ok,ok,46.73462767793717,21.51198355228789,0.009919998357765483,0.12986410001758486,0.01907539996318519,0.11078870005439967,6.807935889586468,47.126680536071035,46.6675786115535,0.4591019245175332,0.7786030157689773,0.7739334730812175,0.0046695426877597646,1392.2651295132107,1383.9152498912824,8.349879621928267,1895.2136499008302,1889.425250852675,5.78839904815527
M3:1410,statsforecast,aeon,M3,1410,N1410,monthly,12,50,18,ok,ok,13.827178268432817,5.999697123439394,0.0017742330439243623,0.10868299996946007,0.014545199985150248,0.09413779998430982,7.472087017051585,35.88811472466282,35.95023188199428,-0.06211715733145695,0.9376545733440843,0.9394873869211974,-0.0018328135771130682,1112.3544254302979,1114.528721115989,-2.1742956856910496,1385.1756785738112,1385.9193062139093,-0.7436276400981114
M3:1411,statsforecast,aeon,M3,1411,N1411,monthly,12,50,18,ok,ok,26.38110274837163,18.50403019170719,0.004377025672637518,0.13613599998643622,0.016169100010301918,0.1199668999761343,8.419516231558903,22.451803080488176,22.344271884357866,0.10753119613031004,0.637288276988293,0.632019504362025,0.005268772626268015,960.2928089565701,952.3536005202513,7.939208436318722,1201.6520367970054,1193.940574480583,7.711462316422285
M3:1412,statsforecast,aeon,M3,1412,N1412,monthly,12,50,18,ok,ok,224.4551028156211,72.0350714348828,0.023418025008775597,0.11082560004433617,0.017076599993743002,0.09374900005059317,6.489910174445939,21.306744823502445,21.84043256850793,-0.5336877450054835,0.5418350794695426,0.5573016778375551,-0.015466598368012563,623.110341389974,640.8969295131884,-17.786588123214415,772.6778152532586,806.3786071619676,-33.70079190870899
M3:1413,statsforecast,aeon,M3,1413,N1413,monthly,12,50,18,ok,ok,584.4213813876759,305.9742977504289,0.03334284180821423,0.04517889994895086,0.009149699995759875,0.03602919995319098,4.937746589493374,97.97341244827459,98.79887250241205,-0.8254600541374657,0.8591669753883688,0.8898435369564524,-0.030676561568083516,5210.621609157986,5396.666882289053,-186.045273131067,5822.21775600913,6073.504583435182,-251.2868274260518
M3:1414,statsforecast,aeon,M3,1414,N1414,monthly,12,50,18,ok,ok,48.6986519278862,17.125012143902406,0.005334607963595419,0.10922840004786849,0.010722899984102696,0.0985055000637658,10.186460771788019,34.266285914136084,34.35135491912647,-0.0850690049903875,0.5547657056638882,0.5558689122490711,-0.0011032065851829254,1271.5813937717014,1274.1100593919498,-2.5286656202483755,1705.9236208992495,1707.1386627493598,-1.2150418501103104
M3:1415,statsforecast,aeon,M3,1415,N1415,monthly,12,50,18,ok,ok,0.02515729976403236,0.012227457535181606,1.1230284365527542e-05,0.05636889999732375,0.01007040002150461,0.04629849997581914,5.597483702430097,72.84963808714723,72.84964330155807,-5.214410847997897e-06,0.9444066607206109,0.9444069998014953,-3.390808844816462e-07,3135.1815855238174,3135.182711183122,-0.001125659304761939,3798.0119237713006,3798.012862007667,-0.0009382363664371951
M3:1416,statsforecast,aeon,M3,1416,N1416,monthly,12,50,18,ok,ok,288.1516256504476,65.34061410498032,0.039419753088401815,0.07371829997282475,0.017947900050785393,0.05577039992203936,4.107349593224354,46.95930293350926,47.0099234974891,-0.05062056397984094,0.7905078664313062,0.798669165230727,-0.008161298799420735,783.850958082411,791.9435301550998,-8.092572072688768,975.409908749925,985.0810921002449,-9.671183350319893
M3:1417,statsforecast,aeon,M3,1417,N1417,monthly,12,50,18,ok,ok,158.89957416557422,61.997297690960494,0.05293195636004888,0.12904099997831509,0.0162263999809511,0.11281459999736398,7.952534149891664,43.601149491738006,42.30499548031983,1.2961540114181744,0.5729599646659318,0.5472971403998346,0.02566282426609723,470.43028677834405,449.35975738091685,21.070529397427208,584.5411334303546,572.5444774427444,11.996655987610211
M3:1418,statsforecast,aeon,M3,1418,N1418,monthly,12,50,18,ok,ok,0.0008529180290679506,0.00040207695308759465,1.7947637639676315e-07,0.014561399992089719,0.003267300024162978,0.01129409996792674,4.456707337680164,41.608638652978996,41.60863792359993,7.293790673656986e-07,1.217957802022329,1.2179577595669506,4.2455378324035564e-08,884.621982521481,884.6219516854693,3.083601166053995e-05,1105.7637300222523,1105.7637809464545,-5.092420224173111e-05
M3:1419,statsforecast,aeon,M3,1419,N1419,monthly,12,50,18,ok,ok,0.00043674078233379987,0.00023089374518450414,1.0407019041983496e-07,0.014080799999646842,0.003411100013181567,0.010669699986465275,4.127935254092283,27.483591802171624,27.48358855194848,3.2502231448461316e-06,0.7559767112445962,0.7559766325047621,7.873983409734109e-08,675.6044503649076,675.6043799963611,7.036854651687463e-05,854.7458294894359,854.7457360393078,9.345012813355424e-05
M3:1420,statsforecast,aeon,M3,1420,N1420,monthly,12,51,18,ok,ok,0.0004498472471823334,0.0002508668142885047,7.083778911703547e-08,0.025167299958411604,0.004677999997511506,0.020489299960900098,5.379927313338931,37.44382154775534,37.44381732136511,4.226390231565347e-06,0.881162623809231,0.8811624909209621,1.3288826894441996e-07,1162.456846025255,1162.4566707149615,0.00017531029334350023,1466.8257878013333,1466.8256008878539,0.00018691347941057757
M3:1421,statsforecast,aeon,M3,1421,N1421,monthly,12,51,18,ok,ok,0.00037904135479038814,0.000233293244188341,6.769903155207279e-08,0.01534949999768287,0.003587599960155785,0.011761900037527084,4.278487057686427,27.953250776445916,27.953250894385107,-1.1793919085789639e-07,0.6877572485395087,0.6877572678902254,-1.935071669567634e-08,984.0219094488356,984.0219371352456,-2.7686410021487973e-05,1098.899699546413,1098.8996874320246,1.2114388482586946e-05
M3:1422,statsforecast,aeon,M3,1422,N1422,monthly,12,51,18,ok,ok,0.00054678725246049,0.00021319806784150488,5.381666356310831e-08,0.013065700011793524,0.003420800028834492,0.009644899982959032,3.8194866410373502,30.593250463019153,30.593250464084658,-1.0655050175500946e-09,0.4465354104269118,0.4465354048652078,5.561703986245448e-09,1202.2107203801472,1202.2107054063288,1.4973818451835541e-05,1477.0242525777842,1477.0242652815302,-1.2703746051556664e-05
M3:1423,statsforecast,aeon,M3,1423,N1423,monthly,12,51,18,ok,ok,0.00020842498770434759,9.500612730385506e-05,5.024928085207937e-08,0.012367799994535744,0.0033793000038713217,0.008988499990664423,3.659870381548607,57.94940676255443,57.94940373030551,3.032248919510039e-06,0.4745088030020517,0.474508789424161,1.3577890700666728e-08,1590.2128346761067,1590.2127891727653,4.5503341425501276e-05,1967.8382027063753,1967.8381823600228,2.0346352584965643e-05
M3:1424,statsforecast,aeon,M3,1424,N1424,monthly,12,51,18,ok,ok,0.0003777856336455443,0.0002107200555706691,8.373035091653819e-08,0.0155879000085406,0.0034678999800235033,0.012120000028517097,4.494910492901515,20.97440173667819,20.974403563031,-1.8263528112072436e-06,0.8213036965574894,0.821303755482872,-5.892538268437164e-08,603.3423309326172,603.3423742201098,-4.328749264459475e-05,764.9884932650137,764.9885886031892,-9.533817546980572e-05
M3:1425,statsforecast,aeon,M3,1425,N1425,monthly,12,51,18,ok,ok,0.000429744124176068,0.0002543964624363879,3.890662702514541e-07,0.014043800008948892,0.003270799992606044,0.010773000016342849,4.29368962966132,51.58282968140847,51.58282529675605,4.384652420696966e-06,0.44901970116278417,0.44901964767748975,5.3485294415622775e-08,963.6653586493599,963.6652438616895,0.00011478767032713222,1193.3843433529937,1193.3842698705273,7.34824664050393e-05
M3:1426,statsforecast,aeon,M3,1426,N1426,monthly,12,51,18,ok,ok,0.00029981309262439026,0.0001982406608426067,6.725236733703503e-08,0.014266800018958747,0.0032047000131569803,0.011062100005801767,4.451836352977197,18.81267417769453,18.812674301711674,-1.2401714499787886e-07,0.8120601346790778,0.8120601449055173,-1.0226439473015603e-08,611.5853916870224,611.5853993888423,-7.70181998177577e-06,705.2066893757896,705.2067555948191,-6.621902957704151e-05
M3:1427,statsforecast,aeon,M3,1427,N1427,monthly,12,51,18,ok,ok,0.0003741365835594479,0.00021180938995257748,9.055937530360237e-08,0.013032799994107336,0.00328619999345392,0.009746600000653416,3.9659180877818008,55.16091180735428,55.16091351784869,-1.7104944092238838e-06,0.5807749035058932,0.5807749509186503,-4.7412757053777455e-08,1254.6227082146538,1254.6228106383662,-0.00010242371240565262,1469.5313855779038,1469.5314757117608,-9.013385692924203e-05
M3:1428,statsforecast,aeon,M3,1428,N1428,monthly,12,51,18,ok,ok,9.251014912781557,5.372990078480699,0.0018056966811554837,0.013353999995160848,0.003236199961975217,0.010117800033185631,4.126444642502939,26.01602550606263,26.025897520265993,-0.009872014203363477,0.7649746860069342,0.7655012561315475,-0.0005265701246133236,850.1026382446289,850.687806172853,-0.5851679282241093,1018.6458029181292,1018.2877326435628,0.3580702745664439
M3:1429,statsforecast,aeon,M3,1429,N1429,monthly,12,51,18,ok,ok,0.000223665445446386,0.00011502047479754967,3.891754946567645e-08,0.01475239999126643,0.003397099964786321,0.011355300026480108,4.342645239818358,24.55149475299583,24.551497182028957,-2.4290331275267363e-06,0.560492350236649,0.5604923960355325,-4.579888346345484e-08,768.8805317348904,768.8805945615637,-6.282667334289727e-05,949.9333007785148,949.9333250088616,-2.423034686671599e-05
M3:1430,statsforecast,aeon,M3,1430,N1430,monthly,12,51,18,ok,ok,0.0010385842078903806,0.0004555935719913072,6.576376129300198e-08,0.011916699993889779,0.0028756000101566315,0.009041099983733147,4.14407426338849,18.31880789861114,18.318809101726096,-1.2031149552171883e-06,0.4497497551507271,0.4497497671940373,-1.2043310182452416e-08,1282.9400066799587,1282.940041034273,-3.435431426623836e-05,1588.866541615893,1588.8665584097757,-1.6793882650745218e-05
M3:1431,statsforecast,aeon,M3,1431,N1431,monthly,12,51,18,ok,ok,0.0008952758580562659,0.00031050695542944595,2.950929249936974e-08,0.012453400006052107,0.003005600010510534,0.009447799995541573,4.14339897607891,25.196103354351653,25.19610405225774,-6.979060884759747e-07,0.7391558436858348,0.7391558596523887,-1.596655396784996e-08,2562.4069247775606,2562.406980128281,-5.5350720231217565e-05,3018.3417954413067,3018.3417729698203,2.247148631795426e-05
M3:1432,statsforecast,aeon,M3,1432,N1432,monthly,12,51,18,ok,ok,0.00041055413930735085,0.0001522189612993922,3.6776654754736884e-08,0.01352859998587519,0.0032042000093497336,0.010324399976525456,4.2221459167340525,55.410974440155144,55.41097653285476,-2.0926996171510837e-06,0.604106483636352,0.6041065182789154,-3.4642563373488144e-08,2004.3943328857422,2004.394447827991,-0.00011494224872876657,2524.0780986974623,2524.0782242199375,-0.0001255224751730566
M3:1433,statsforecast,aeon,M3,1433,N1433,monthly,12,51,18,ok,ok,0.0003973523967033543,0.0001159487920100825,3.399089564732571e-08,0.015067400003317744,0.00334100000327453,0.011726400000043213,4.509847347665403,36.86238262248407,36.86238334108387,-7.18599800109132e-07,0.4483349605945466,0.44833497029294905,-9.698402470004197e-09,1108.192056443956,1108.1920804164176,-2.3972461576704518e-05,1452.327650741474,1452.3277087809206,-5.803944668514305e-05
M3:1434,statsforecast,aeon,M3,1434,N1434,monthly,12,51,18,ok,ok,0.0005542306253119023,0.00032978398533284943,1.5293825230954163e-07,0.01577460003318265,0.0031516000162810087,0.012623000016901642,5.005267150555861,23.53262141365427,23.532618938592847,2.4750614215918176e-06,0.4165274316034539,0.41652742231247875,9.290975155895609e-09,548.3209830390083,548.3209708082733,1.223073502387706e-05,710.5732273663865,710.5731777570056,4.960938088061084e-05
M3:1435,statsforecast,aeon,M3,1435,N1435,monthly,12,51,18,ok,ok,0.0005363342670534621,0.00019973538605376639,9.548196469174053e-08,0.018175599980168045,0.003592100052628666,0.014583499927539378,5.05988132676519,28.931527083472815,28.931524993499675,2.0899731403289934e-06,0.5964256847163394,0.5964256665542357,1.8162103709862265e-08,671.9729381137424,671.9729176511056,2.0462636825868685e-05,850.112619707267,850.1125989325786,2.077468832339946e-05
M3:1436,statsforecast,aeon,M3,1436,N1436,monthly,12,51,18,ok,ok,0.00033247198780372855,0.00014029524174929975,6.386807535144734e-08,0.014274800021667033,0.0032901999657042325,0.010984600055962801,4.33858129307094,36.28507466392905,36.28507753067352,-2.8667444667007658e-06,0.5241693292813642,0.5241693722333456,-4.2951981416017304e-08,752.6533958911896,752.6534575658295,-6.16746399373369e-05,969.9814067509049,969.9814610909123,-5.434000740933698e-05
M3:1437,statsforecast,aeon,M3,1437,N1437,monthly,12,51,18,ok,ok,10.470680163117322,8.586229380028449,0.0019687964937258927,0.013966300000902265,0.003216200042515993,0.010750099958386272,4.342484862967853,28.260173702081964,28.25052736464319,0.009646337438773855,0.6539026638560004,0.6534986565678913,0.00040400728810907616,1297.7452867296006,1296.9434876501227,0.8017990794778598,1468.8685427051273,1469.6068407450484,-0.7382980399211192
M3:1438,statsforecast,aeon,M3,1438,N1438,monthly,12,51,18,ok,ok,0.0004060318647134409,0.0001542180320433949,4.670515139018899e-08,0.013825500034727156,0.003265200008172542,0.010560300026554614,4.234196986439729,28.840033528262268,28.840035273242986,-1.7449807181435517e-06,0.5834213837736646,0.5834214221721288,-3.839846418607351e-08,984.3365910847982,984.3366558698993,-6.478510113083757e-05,1243.0610708136355,1243.0611272662834,-5.645264786835469e-05
M3:1439,statsforecast,aeon,M3,1439,N1439,monthly,12,51,18,ok,ok,56.48744385888176,43.519211352603506,0.019973876517798847,0.02932410000357777,0.005383699957747012,0.023940400045830756,5.446830290269261,30.540212549753797,30.401177836215354,0.1390347135384431,0.5421491800739332,0.5393903827957549,0.0027587972781782932,690.8926730685764,687.3769749986927,3.5156980698836833,979.5172143186701,979.6237363885685,-0.10652206989846036
